,Unnamed: 0,FIPS,Year,Score_County_2,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n,Source_Potentiel,is_Source,is_Source_Rank,is_Surrounded
0,0,51001,2012,7.781873113921398,8,0,Normal,1,0,1,Stable,0,20.0,Possible,1,8.0
1,1,39001,2012,16.269166031341392,17,6,Normal,1,1,39,Increase,2,55.0,Highly_Possible,2,37.00000000000001
2,2,42001,2012,11.753774353332426,12,3,Normal,1,0,1,Stable,0,-40.0,Not_Likely,0,0.0
3,3,51510,2012,12.23379328285574,13,6,Normal,1,0,3,Stable,0,22.222222222222218,Possible,1,6.666666666666667
4,4,42003,2012,721.1972165877112,722,4,Severe,3,-1,-563,Extremely_Decrease,-3,31.25,Possible,1,16.250000000000004
5,5,21003,2012,23.680418118245225,24,4,Critical,2,-1,-13,Decrease,-2,-50.0,Not_Likely,0,0.0
6,6,51007,2012,11.776773118107764,12,9,Normal,1,0,-4,Lightly_Decrease,-1,25.0,Possible,1,6.428571428571428
7,7,51013,2012,8.002167728048251,9,6,Normal,1,1,18,Increase,2,22.222222222222218,Possible,1,6.666666666666667
8,8,42005,2012,2.141301681895228,3,3,Good,0,0,-1,Stable,0,-7.142857142857142,Not_Likely,0,1.4285714285714286
9,9,39005,2012,29.00457402731293,30,5,Critical,2,0,11,Increase,2,16.666666666666668,Possible,1,9.999999999999998
10,10,39007,2012,68.92761057559271,69,0,Critical,2,0,24,Increase,2,70.0,Highly_Possible,2,62.0
11,11,39009,2012,61.26618524674574,62,7,Critical,2,0,-36,Decrease,-2,0.0,Not_Likely,0,3.7500000000000004
12,12,39011,2012,23.48563144650714,24,6,Critical,2,-2,-22,Decrease,-2,5.0,Possible,1,15.000000000000004
13,13,54001,2012,9.285840877200423,10,8,Normal,1,0,-1,Stable,0,10.0,Possible,1,2.0
14,14,21009,2012,33.10712884538228,34,7,Critical,2,0,-5,Lightly_Decrease,-1,-40.0,Not_Likely,0,0.0
15,15,21011,2012,4.522931746220085,5,11,Good,0,1,18,Increase,2,-3.125,Not_Likely,0,3.75
16,16,42009,2012,9.772123013099193,10,2,Normal,1,0,6,Lightly_Increase,1,25.0,Possible,1,8.333333333333334
17,17,51019,2012,3.2024611398369567,4,9,Good,0,2,29,Increase,2,42.307692307692314,Possible,1,10.0
18,18,21013,2012,27.353782658040057,28,6,Critical,2,-2,-23,Decrease,-2,-43.75,Not_Likely,0,1.25
19,19,54003,2012,47.4473762938784,48,5,Critical,2,0,-18,Decrease,-2,10.0,Possible,1,3.0000000000000004
20,20,42011,2012,96.37069388981537,97,4,Critical,2,0,-54,Decrease,-2,12.5,Possible,1,3.7500000000000004
21,21,51021,2012,5.209582772587928,6,6,Good,0,1,4,Lightly_Increase,1,-20.83333333333333,Not_Likely,0,2.5000000000000004
22,22,21015,2012,13.091376263961008,14,7,Normal,1,1,77,Extremely_Increase,3,54.54545454545455,Highly_Possible,2,50.909090909090885
